Location,link,writer,time,text
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIjCpeHnyhIFlb-wAemvJiOizLfDy-QUukFz2UreN-z8pNFdw=w43-h43-p-rp-mo-br100,Richard Cuvilier,a year ago,"Hospital is FILTHY. as with most hospitals, the wait time is brutal. Staff are kind, but quiet so you have to constantly sit on the edge of your seat to actually be helped. If they call your name and you don't hear it, they don't call it …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXEK3uJg8i3NPDosHf86Be1YWA5wzWaMJ7BqpuVeZRHkTDnPz4a=w43-h43-p-rp-mo-br100,Fida Muhammad,6 months ago,"Very bad experience
The waiting time so long in Emergency. Not quick Emergency help
Emergency mean Emergency. Maybe im complain and im post this post Facebook and …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKsXxLCQy8NtDM5duylUDeXm38ptjL9ELkpYGK0X_riiWtbDA=w43-h43-p-rp-mo-ba2-br100,Kat Sav,4 years ago,"Went there for gallbladder removal. Sadly I was still slightly loopy after the surgery, so I could not remember the names of the nurses, but I wanted to express my gratitude and genuine thank you to every single one staff member that I …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKFOYkfpmgBHFkKDgrVXLRy29a6xdXslXmN50W4r7o73HCS=w43-h43-p-rp-mo-br100,Usmle Prepper,2 years ago,"If you value your life or that of your loved ones, please do not come to this emergency room. I have never seen a worse emergency room. I have been here since 6 pm in excruciating pain, it’s 2 am. And I was given a medication after some …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJlvPBkvvWo1GIi-4ESCMECl2cJy-oYSNQVwR8H445BwsX5EQ=w43-h43-p-rp-mo-br100,Alexandra W,3 years ago,I had my first baby here earlier this year. When we arrived we were given a private room quickly. I had mentally and physically prepared for the most natural birth possible and when I was asked by the first nurse what I wanted for pain …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocL4w38j7bUn-qaqraY3J1V0d9253wp6OdrXhD3Rzx4AR9whxg=w43-h43-p-rp-mo-br100,Gurleen Cheema,2 years ago,"I have had to come to the hospital a few times since last year . Mostly with my grandparents . All the doctors are superb. The cardiologists, the ones in ER are so kind. they are quick and through with assessments. BUT I cannot seem to …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJjGP3oMqFLuFyrBeJuy2_FsATRFRCOIxy0mVuJsegN8zg9QA=w43-h43-p-rp-mo-ba3-br100,sayyid shamsi,4 years ago,Terrible double standard place for delivery recovery area. 2016 we went for normal public room for recovery for our first child. We spent 2 days and literally it was a  nightmare horrible experience. Most of the nurses were rude. They were …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocJ6vklELcUUfLAz6eSFWfCsEJvP5dsCPvwVCePfnNFXav7SDg=w43-h43-p-rp-mo-ba3-br100,Paul Bettaney,2 years ago,"For the past two years, one of our favourite places to go has been Grey Nuns Community Hospital in Edmonton, AB. This hospital is just 22 kilometres from our home. The care that we have received there has always been excellent. They are …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWdNO3nhRhPvVV-nvIKav32P_9qfRPJT3c67fzs-bN3w35wzFYy7w=w43-h43-p-rp-mo-ba2-br100,KaleemSharma- Vlogs,4 years ago,"I am not sure why there is so much negativity with this hospital...They are amazing. From the doctors to the staff. I had stomach pain and they didn't just discharge me. They gave me an anti inflammatory pain injection, then took my blood, …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUg5Sftn-HRDgm9KT9-CsZXa_Iebq3ASI4EBeIlcllzJOUtI6Cp=w43-h43-p-rp-mo-ba3-br100,Chin Co,4 years ago,"I had such an amazing experience here. I had a surgery in my leg under general anesthesia, I felt very well taken care of and everybody in Unit 23 from the doctors especially the nurses are attentive, friendly, and courteous. It was my …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocL3wxlRcYz9Avc-aPg6UibA4sxubFLAGYfuI--OClkCKz43NA=w43-h43-p-rp-mo-br100,Sam Pint,3 years ago,I supposed to submit the survey to the OB nursing station but I missed it. I just want to express my gratitude towards the best nurses In Grey Nuns especially (in order): …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV3Asgu92VS2MiwsfU6JzrEmMOCJVQsT2Ffpli4kJU0qlQxq9pw=w43-h43-p-rp-mo-br100,Adan Raees,2 years ago,"Had the worst time ever at Grey Nuns Hospital. The nurse was beyond disrespectful and treated me like I had no value. If they have absolutely zero tolerance for disrespect towards staff such as doctors and nurses, that exact same rule …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKbKINrB9DO9dYmmIuh87oDYuuHqr3RaTIh4y73liY1yU5zUg=w43-h43-p-rp-mo-ba3-br100,Lani Buenconsejo,2 years ago,We were at the ER. My son is having mental health issues. The nurse who first interviewed us was awesome. The doctor named Dr. Campbell (must be a resident) who interviewed him was showing no compassion and empathy at all. He was not a good …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWhgLGwjU0YRPVT3rgAF4fqGwsrFC2jDV80pe8PJX1WhAM_9DY=w43-h43-p-rp-mo-br100,Oceana Beauregard,2 years ago,"I’ve been having chest pains, wheezing and dry, chest coughing fits for awhile now and with my work schedule, seeing my family doctor is tough. I called health link first, and made the drive here because of the recent reviews. …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVDHSpTHjYyoZLKmF_c5uX5no8jBQIGvVzjoYTeYc_f-gfEsLzj_A=w43-h43-p-rp-mo-ba6-br100,Country Watcher,2 years ago,Great staff and good hospital with well managed services. As we all know waiting is a major concern. Regardless the emergency situation they may ask you to wait for 4 to 5 hours . Be prepared for that delay min and max up to 8 to 12 hours . …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXlh8PAWCHWRu2vLhAZvc9En694XWdHgRT73v8A9hSHbv8-avhT=w43-h43-p-rp-mo-ba3-br100,N L,a year ago,"If you’re not DYING - expect to wait up to 10 hours. Online wait times are never accurate. I got in at 4 hours with severe vertigo. Yes it sucked, but you have to understand how triage works and the reality of Alberta doctor shortage. I was …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjX9ZL40fIopTqGNmSF5rHZaU0K6taHuwDLsYU4nrCnGj04Agz0ENw=w43-h43-p-rp-mo-ba4-br100,unknown user,a year ago,Update: i had alarming results in labs i had to wait weeks for because this hospital turned me away. I am far behind the help i need now. If the doctor didnt tell me to go away i could have been treated sooner. Horrible service. Im in a lot …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXjQ-91sIA7CchAHJEoY9w_uZYb1asOn7svcgxU-JPRrjV7DjF5=w43-h43-p-rp-mo-ba4-br100,Espen Lien,2 years ago,MENTAL HEALTH. I spent the night due to a psychotic episode and this is honestly and truthfully the first time I've been treated like a human being during the course of my mental illness hospitalizations. I had run through all my local …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocIdUIp2PT07N8_UNJqAoFhYAD3Bjcma3-dx4w5P9oIyne9ayA=w43-h43-p-rp-mo-br100,Lyn Smedstad,3 years ago,"I was taken to the Grey Nuns yesterday in an ambulance for  some breathing issues.  The paramedics were amazing.  The hospital staff I came in contact with were aril  calm, professional and very kind.  Sure I had to wait, not very long.  I …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXScD_onomj5HX1NE-U82rahWPD7aWdQxEOPl2uKh6Q5e98ZQfe=w43-h43-p-rp-mo-br100,Azuna E,a year ago,Some of the rudest nurses I have ever seen work in this hospital. My mother asked a nurse about my medical condition and other details. The nurse came to my room with a sticky note of what they were testing for and told me(patient) to call …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjViNn9Wmo4O4KQd_rjcRa17lItrO-7okkmaxX-H5ulTWb7lGeg=w43-h43-p-rp-mo-ba5-br100,Mitchel M,5 years ago,My grandma was lucky enough to have spent the last days of her life in palliative care here a few months ago.. Nurses were amazing and specifically the lady on the unit with short hair (and tattoo) was beyond great. It was a rough time but …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXa1TJGXdQ0rHiUrZHjrFRHcsGD6e7gh7fdZ6rInybfkczolrXx=w43-h43-p-rp-mo-br100,The Wrath of Corn,3 years ago,"I was at Grey Nun’s Hospital for 2 weeks because of covid 1 week was in a coma in the ICU ward, and my only gripe with the hospital was that the staff where overworked, understaffed and looking after few dozen patients and some where …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKEGiXEcCgXMmNTb9HtkkqDQs5xHTasbevnOajTrMarUQCiYg=w43-h43-p-rp-mo-br100,Matt Bryanton,4 years ago,We just had our baby at the Grey Nuns. It was of course a wonderful experience as expected but the great staff at the Grey Nuns was really what made the difference! From the minute we arrived for my wife’s C-section all the nurses were …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLoHQGTx3Y7rZRyh2h1sY3QOGtRMmEOTB_9_ImGD7QMdkiuIQ=w43-h43-p-rp-mo-br100,Crystal N,a year ago,I would like to thank the staff on the 5th floor for treating my grandmother so well. She had a long stay with them and they respected her and treated her well. She came out of there happy and strong.
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKs2lFgO88EhmKKr9r2uMKjEocT2QRtQS0UDoFgsFk60H5OHg=w43-h43-p-rp-mo-br100,Ann Balak,a year ago,"Worst experience, indifferent staff, push the button mentality. 0 accountability, incompetent staff, ""going to leave that for the night shift"" when Iv is needed.  Indifferent to patients in pain.  Have to be reminded to provide medications on time.  Not clean bedding, no help with personal. No compassion oeriod.hygiene,"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUWgAwEcqwtxu6CyLBduHCMmhFSWSSO5HueCMprjRgnyCwxiViF=w43-h43-p-rp-mo-br100,Frazer Christie,4 years ago,"My Experience at The Grey Nuns Hospital unit 23 was very good. The staff were all very polite, quick ,and knowledgeable about there field. When the nurses weren't tending to patients, they were offering out warm blankets and checking on others. I'm thankful to live in a place with such great healthcare."
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV-C6tZVCPcdsWA1Zdj8DCmQlvIMZurxESu66G8mZsH_gWlaAlTAw=w43-h43-p-rp-mo-ba3-br100,Boutique Factor Factor,2 years ago,"Good God , Worse emergency  ??  hospital  ever, we arrived  around  9pm April 22 and by April 23 , 6:38 am  the following  day , we are still  here  waiting  , nobody  care, the stuff  are not friendly  at all, very  rude in the front desk, …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocLgn8KiYh6kiWOZ2n2gWXrUanucg6d1SsoRBsGUfuMqXH4rbw=w43-h43-p-rp-mo-br100,jim qin,a month ago,"Wonderful medical staffs, very supportive  and quick response to  patients concerns."
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjV1OzGLS6VszRdU3n2vSf7xCYdRhqao0BbZ-MHM1YPbc3VDQ8U=w43-h43-p-rp-mo-br100,Sonu Lama,3 months ago,My baby was really sick and I waited over 5 hours and finally got my turn and had to wait more after I got my turn.
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWRgLjBlnLs0kOnhmTQ4VRGDOI3QxKWC6hdnvnbUFQ5XQr_eyErTg=w43-h43-p-rp-mo-ba3-br100,Hans Kohl,3 years ago,I had a procedure done at the hospital on March 01 2021 at unit 14/ Endoscopy. I have never been in this hospital before. From the reception at the entrance up to the Unit 14 every staff member and nurse was very caring and helpful. I felt …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjU6FEpNZp4mxuGiVZRcuL3OuBqrkDbgOdyTdu59YHBY42uEC6Y=w43-h43-p-rp-mo-ba4-br100,Kris Clements,3 years ago,"The nurses here are beyond amazing & if anyone gives this hospital a low rating, you do there job just for one day. These amazing women & men do an incredible job day in & day out under unacceptable conditions . Please give the staff & this …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKJ5hUWA3pt8u7U7Pi4xikwiRfP_yPsflW-a9ITwjLf7CghvQ=w43-h43-p-rp-mo-br100,Manpreet Brar,a year ago,"Hospital facilities are great, but i had very bad experience with nurse labour and delivery ward . Her name is Harpreet kaur , she is very selfish and careless nurse i saw over there. Other nurses doing great job but she did not show any …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKkMBwQOi0lkQsncZxUH6QA3Iecc0W_c_ln_csDJJFu8SdiZmc=w43-h43-p-rp-mo-br100,Larissa Metro,2 years ago,"Pathetic overall. Took 4 year old in with deep cuts to hand , gauze stuck in it, at 9am. Stood in triage line for over an hour (roughly 8 ppl ahead of us). At 12 asked where we were on the list roughly as they were taking in fully …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjU7ezsfRPxZZ2Vs_Y11a0eNcZ7HQdACuwI7gbNC8A2fZo0XAHU=w43-h43-p-rp-mo-ba3-br100,Scott S,3 years ago,Had to go into emergency with my 3.5 year old as she stubbed her toe so bad that I thought she may require stitches.  I waited over 1 hour in line just to get to the check-in desk.  The nurse at the desk so so amazing that upon asking me …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjVyfMD6GY7UAYLKUoVKctHy6Tjq_HI8wVbehVIzyFmMeetAR4hMkw=w43-h43-p-rp-mo-br100,Melissa Janes,3 years ago,"Had to come into emerge for a pain in my side, turned out to be a burst appendix! Every staff member from the doctors/surgon/nurses/ porters and housekeeping were all so nice! Very helpful and explained everything they were doing. They were …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocKEtz-E7MJ3luC4Rj27-nLErL0fGklvtBFLtWfp1cu8cPCKbA=w43-h43-p-rp-mo-br100,Marissa MacPherson,5 years ago,"delivered here on on June 7 2019. Dr Corbett induced me, the nurse who assisted him was Charlene(?). They were both extremely friendly and professional. The main nurse throughout my delivery was Jeffrey and I can’t imagine delivery without …"
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a/ACg8ocK1M1Tl35vpfflUxo5l23L8uzgtWbliRozs4U0mdaepyj229w=w43-h43-p-rp-mo-ba3-br100,Colten Loset,a year ago,I understand the medical system and this more so falls on management. The er waiting rooms are confrontational areas of talk. A calm cool attitude does make for efficient intake of people but also a lack of respect for urgency in some situations is very present here.
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjUer7uLgIUeepz-Yt4pETev5qzpUvWM-7TErVk6xx0IpkzYNlGPjA=w43-h43-p-rp-mo-ba2-br100,Jennifer Cavanagh,a year ago,"Waited 10 hours for an xray, and when i inquired about the wait time or when approximately id be seen, 3 different nurses were extremely rude. Dont even come here if you're dying because they are not compassionate here. Would rate lower if i could."
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjX6vyYojpEbHpoz00puzvPy1Q38PmqbpJ4YznLniZbHA4gludo=w43-h43-p-rp-mo-br100,Dan Albu,a year ago,Overflowing triage waiting room. One person has been in fetal position moaning in pain on the floor for hours now. Another woman came in incoherent unable to hold her head up and they put her in a wheelchair to wait - I'm not sure if she's …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjWdG66Y-gL00-IWBe5XxJlci0DjA06D7VZIidPF-ZOiXpG47PfeAw=w43-h43-p-rp-mo-ba3-br100,kartik josyula,6 years ago,My wife and I had our son at the Grey Nuns. All the nurses and the doctors were being exemplary. Every point of contact we were treated with respect and empathy. The amount of consideration and reassurance we were given at every step of the …
"Grey Nuns Community Hospital,AB",https://lh3.googleusercontent.com/a-/ALV-UjXBjuHo-4KmLrS0Yc-x9q-JCPqQIWXygO5_By7Tk-grDmtkJehdHg=w43-h43-p-rp-mo-ba5-br100,L Mar,5 years ago,"I was amazed at how the patients were treated. I witnessed several nurses and protective services handled each situation. Respect, dignity and Calm. Even my treatment was always treated well with updates on my condition. …"
